user_location_city,interactions,bookings,unique_users,unique_bookers,segment_name,segment_value,booking_rate,share_of_users,share_of_interactions,gap_from_mean,potential_bookings,user_location_country,user_location_region
27440,14,0,1,0,user_city,27440,0.0,3.066191406998582e-07,2.5219225321600966e-07,-0.07147644082543832,1.0006701715561364,133,11
27441,1623,136,161,1124,user_city,27441,0.08379544054220579,4.936568165267717e-05,2.9236287640684548e-05,0.012318999716767476,-19.993736540313613,215,817
27442,10,3,3,9,user_city,27442,0.3,9.198574220995745e-07,1.8013732372572118e-07,0.22852355917456169,-2.285235591745617,66,333
27444,272,20,37,167,user_city,27444,0.07352941176470588,1.1344908205894754e-05,4.899735205339616e-06,0.0020529709392675677,-0.5584080954807784,66,324
27445,5,0,1,1,user_city,27445,0.0,3.066191406998582e-07,9.006866186286059e-08,-0.07147644082543832,0.35738220412719157,1,380
27447,4,0,2,4,user_city,27447,0.0,6.132382813997164e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,133,12
27448,19,3,3,11,user_city,27448,0.15789473684210525,9.198574220995745e-07,3.4226091507887023e-07,0.08641829601666694,-1.6419476243166717,69,1008
27449,98,7,17,61,user_city,27449,0.07142857142857142,5.212525391897589e-06,1.7653457725120675e-06,-4.786939686689251e-05,0.004691200892955466,231,81
27450,12,1,3,7,user_city,27450,0.08333333333333333,9.198574220995745e-07,2.161647884708654e-07,0.011856892507895012,-0.14228271009474014,69,1007
27451,6,0,2,5,user_city,27451,0.0,6.132382813997164e-07,1.080823942354327e-07,-0.07147644082543832,0.42885864495262993,1,395
27454,196,9,31,138,user_city,27454,0.04591836734693878,9.505193361695604e-06,3.530691545024135e-06,-0.02555807347849954,5.00938240178591,66,174
27455,2470,83,154,1395,user_city,27455,0.03360323886639676,4.721934766777816e-05,4.449391896025313e-05,-0.03787320195904156,93.54680883883265,195,548
27456,16,3,5,12,user_city,27456,0.1875,1.533095703499291e-06,2.882197179611539e-07,0.11602355917456168,-1.856376946792987,66,356
27458,2634,102,184,1477,user_city,27458,0.0387243735763098,5.641792188877391e-05,4.744817106935496e-05,-0.03275206724912852,86.26894513420451,3,49
27459,494,33,27,317,user_city,27459,0.06680161943319839,8.278716798896171e-06,8.898783792050626e-06,-0.004674821392239931,2.309361767766526,66,143
27460,4,0,3,3,user_city,27460,0.0,9.198574220995745e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,66,322
27462,26933,1577,1660,15373,user_city,27462,0.058552704860208665,0.0005089877735617646,0.00048516385399048487,-0.012923735965229652,348.07498075153023,66,153
27463,269,6,12,159,user_city,27463,0.022304832713754646,3.679429688398298e-06,4.8456940082219e-06,-0.04917160811168367,13.227162582042906,66,254
27464,155,8,4,73,user_city,27464,0.05161290322580645,1.2264765627994328e-06,2.7921285177486784e-06,-0.019863537599631866,3.0788483279429393,66,143
27465,4,0,2,1,user_city,27465,0.0,6.132382813997164e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,55,326
27467,7,0,1,0,user_city,27467,0.0,3.066191406998582e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,52,49
27469,5,2,1,5,user_city,27469,0.4,3.066191406998582e-07,9.006866186286059e-08,0.3285235591745617,-1.6426177958728085,1,152
27470,5,1,2,5,user_city,27470,0.2,6.132382813997164e-07,9.006866186286059e-08,0.1285235591745617,-0.6426177958728085,66,448
27471,66,2,4,27,user_city,27471,0.030303030303030304,1.2264765627994328e-06,1.1889063365897599e-06,-0.04117341052240801,2.717445094478929,1,177
27472,8,0,2,4,user_city,27472,0.0,6.132382813997164e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,133,21
27473,3,0,1,3,user_city,27473,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,133,32
27474,3,0,1,0,user_city,27474,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,133,19
27476,177,11,1,158,user_city,27476,0.062146892655367235,3.066191406998582e-07,3.188430629945265e-06,-0.009329548170071082,1.6513300261025816,68,335
27477,1,0,1,0,user_city,27477,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,66,447
27480,3,1,1,3,user_city,27480,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,46,408
27481,138,8,20,63,user_city,27481,0.057971014492753624,6.132382813997164e-06,2.4858950674149523e-06,-0.013505426332684693,1.8637488339104877,77,824
27482,9,0,2,2,user_city,27482,0.0,6.132382813997164e-07,1.6212359135314905e-07,-0.07147644082543832,0.6432879674289449,66,331
27483,1,0,1,1,user_city,27483,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,205,339
27484,730,26,51,413,user_city,27484,0.03561643835616438,1.563757617569277e-05,1.3150024631977647e-05,-0.035860002469273934,26.177801802569974,66,189
27485,56,0,4,29,user_city,27485,0.0,1.2264765627994328e-06,1.0087690128640386e-06,-0.07147644082543832,4.002680686224545,5,6
27486,237,7,11,44,user_city,27486,0.029535864978902954,3.37281054769844e-06,4.269254572299592e-06,-0.04194057584653536,9.93991647562888,205,354
27487,3,1,1,2,user_city,27487,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,69,585
27488,7,0,2,1,user_city,27488,0.0,6.132382813997164e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,1,382
27489,48,10,1,37,user_city,27489,0.20833333333333334,3.066191406998582e-07,8.646591538834616e-07,0.136856892507895,-6.569130840378961,3,60
27490,31,1,4,23,user_city,27490,0.03225806451612903,1.2264765627994328e-06,5.584257035497357e-07,-0.039218376309309286,1.215769665588588,66,363
27491,10,4,1,9,user_city,27491,0.4,3.066191406998582e-07,1.8013732372572118e-07,0.3285235591745617,-3.285235591745617,215,715
27492,9267,499,508,5727,user_city,27492,0.053846983921441674,0.00015576252347552797,0.00016693325789662582,-0.017629456903996643,163.3721771293369,198,408
27493,18,2,3,17,user_city,27493,0.1111111111111111,9.198574220995745e-07,3.242471827062981e-07,0.03963467028567279,-0.7134240651421102,5,3
27494,132,1,2,5,user_city,27494,0.007575757575757576,6.132382813997164e-07,2.3778126731795198e-06,-0.06390068324968073,8.434890188957857,205,411
27495,3,0,1,3,user_city,27495,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,1,148
27496,13,3,1,12,user_city,27496,0.23076923076923078,3.066191406998582e-07,2.3417852084343753e-07,0.15929278994379248,-2.070806269269302,148,328
27497,376,34,12,255,user_city,27497,0.09042553191489362,3.679429688398298e-06,6.773163372087117e-06,0.018949091089455306,-7.124858249635195,66,321
27499,1,0,1,0,user_city,27499,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,162,35
27500,22,0,1,19,user_city,27500,0.0,3.066191406998582e-07,3.963021121965866e-07,-0.07147644082543832,1.572481698159643,1,401
27501,13,4,1,13,user_city,27501,0.3076923076923077,3.066191406998582e-07,2.3417852084343753e-07,0.2362158668668694,-3.070806269269302,63,333
27502,32,2,2,18,user_city,27502,0.0625,6.132382813997164e-07,5.764394359223078e-07,-0.008976440825438317,0.28724610641402615,63,309
27503,7,0,1,0,user_city,27503,0.0,3.066191406998582e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,66,321
27504,32,1,5,23,user_city,27504,0.03125,1.533095703499291e-06,5.764394359223078e-07,-0.04022644082543832,1.2872461064140261,0,226
27505,53,1,8,16,user_city,27505,0.018867924528301886,2.4529531255988656e-06,9.547278157463224e-07,-0.052608516297136435,2.788251363748231,87,51
27506,76,0,5,28,user_city,27506,0.0,1.533095703499291e-06,1.369043660315481e-06,-0.07147644082543832,5.432209502733312,68,480
27507,34,2,7,24,user_city,27507,0.058823529411764705,2.1463339848990074e-06,6.12466900667452e-07,-0.012652911413673612,0.4301989880649028,133,21
27508,35,1,13,24,user_city,27508,0.02857142857142857,3.986048829098156e-06,6.304806330400241e-07,-0.04290501225400975,1.5016754288903413,215,974
27509,13,1,2,6,user_city,27509,0.07692307692307693,6.132382813997164e-07,2.3417852084343753e-07,0.00544663609763861,-0.07080626926930193,133,12
27510,11,1,3,9,user_city,27510,0.09090909090909091,9.198574220995745e-07,1.981510560982933e-07,0.019432650083652594,-0.21375915092017855,0,435
27511,1,0,1,1,user_city,27511,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,133,15
27513,3383,180,320,1894,user_city,27513,0.05320721253325451,9.811812502395462e-05,6.094045661641147e-05,-0.01826922829218381,61.80479931245783,66,174
27514,20,0,2,2,user_city,27514,0.0,6.132382813997164e-07,3.6027464745144236e-07,-0.07147644082543832,1.4295288165087663,63,451
27516,33,1,3,8,user_city,27516,0.030303030303030304,9.198574220995745e-07,5.944531682948799e-07,-0.04117341052240801,1.3587225472394644,133,20
27517,19,0,4,4,user_city,27517,0.0,1.2264765627994328e-06,3.4226091507887023e-07,-0.07147644082543832,1.358052375683328,66,254
27518,25,4,5,19,user_city,27518,0.16,1.533095703499291e-06,4.5034330931430294e-07,0.08852355917456169,-2.2130889793640423,12,287
27519,165,8,12,62,user_city,27519,0.048484848484848485,3.679429688398298e-06,2.9722658414743994e-06,-0.022991592340589832,3.793612736197322,133,20
27520,237,18,39,151,user_city,27520,0.0759493670886076,1.1958146487294469e-05,4.269254572299592e-06,0.00447292626316928,-1.0600835243711193,66,311
27521,1794,149,159,1204,user_city,27521,0.08305462653288741,4.875244337127745e-05,3.231663587639438e-05,0.01157818570744909,-20.77126515916367,66,220
27522,10,1,2,8,user_city,27522,0.1,6.132382813997164e-07,1.8013732372572118e-07,0.02852355917456169,-0.28523559174561686,32,988
27523,386,5,20,114,user_city,27523,0.012953367875647668,6.132382813997164e-06,6.953300695812838e-06,-0.05852307294979065,22.58990615861919,66,363
27524,27,0,1,17,user_city,27524,0.0,3.066191406998582e-07,4.863707740594472e-07,-0.07147644082543832,1.9298639022868345,191,275
27525,262,16,21,144,user_city,27525,0.061068702290076333,6.439001954697022e-06,4.719597881613895e-06,-0.010407738535361984,2.7268274962648396,66,315
27527,1201,49,65,787,user_city,27527,0.04079933388842631,1.993024414549078e-05,2.1634492579459114e-05,-0.030677106937012005,36.84320543135142,1,379
27528,62,4,3,41,user_city,27528,0.06451612903225806,9.198574220995745e-07,1.1168514070994714e-06,-0.006960311793180254,0.4315393311771758,66,321
27529,63,5,12,41,user_city,27529,0.07936507936507936,3.679429688398298e-06,1.1348651394720434e-06,0.007888638539641044,-0.49698422799738573,1,378
27530,752,40,87,462,user_city,27530,0.05319148936170213,2.6675865240887663e-05,1.3546326744174234e-05,-0.01828495146373619,13.750283500729614,80,41
27531,7,0,1,5,user_city,27531,0.0,3.066191406998582e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,63,333
27532,4,1,2,4,user_city,27532,0.25,6.132382813997164e-07,7.205492949028848e-08,0.1785235591745617,-0.7140942366982468,1,453
27534,42,1,1,26,user_city,27534,0.023809523809523808,3.066191406998582e-07,7.56576759648029e-07,-0.04766691701591451,2.0020105146684095,1,392
27536,3,1,1,3,user_city,27536,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,66,351
27537,18,1,6,14,user_city,27537,0.05555555555555555,1.839714844199149e-06,3.242471827062981e-07,-0.015920885269882765,0.2865759348578898,85,209
27538,2946,144,213,1595,user_city,27538,0.048879837067209775,6.53098769690698e-05,5.306845556959746e-05,-0.022596603758228542,66.56959467174129,66,448
27539,452,31,66,287,user_city,27539,0.06858407079646017,2.0236863286190642e-05,8.142207032402597e-06,-0.0028923700289781445,1.3073512530981213,69,534
27540,4,0,2,3,user_city,27540,0.0,6.132382813997164e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,12,789
27541,23,1,3,2,user_city,27541,0.043478260869565216,9.198574220995745e-07,4.1431584456915874e-07,-0.0279981799558731,0.6439581389850814,68,360
27542,250,9,28,96,user_city,27542,0.036,8.58533593959603e-06,4.50343309314303e-06,-0.03547644082543832,8.86911020635958,133,12
27544,1,0,1,1,user_city,27544,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,46,166
27545,64,4,2,32,user_city,27545,0.0625,6.132382813997164e-07,1.1528788718446156e-06,-0.008976440825438317,0.5744922128280523,66,447
27546,9,1,3,5,user_city,27546,0.1111111111111111,9.198574220995745e-07,1.6212359135314905e-07,0.03963467028567279,-0.3567120325710551,66,332
27547,141,2,8,77,user_city,27547,0.014184397163120567,2.4529531255988656e-06,2.539936264532669e-06,-0.05729204366231775,8.078178156386803,69,902
27548,372,12,18,156,user_city,27548,0.03225806451612903,5.5191445325974475e-06,6.701108442596828e-06,-0.039218376309309286,14.589235987063054,1,308
27549,15,2,2,7,user_city,27549,0.13333333333333333,6.132382813997164e-07,2.702059855885818e-07,0.061856892507895014,-0.9278533876184252,55,236
27550,3640,146,192,2000,user_city,27550,0.04010989010989011,5.887087501437277e-05,6.556998583616251e-05,-0.031366550715548204,114.17424460459546,66,442
27551,162,12,27,84,user_city,27551,0.07407407407407407,8.278716798896171e-06,2.9182246443566834e-06,0.002597633248635753,-0.420816586278992,69,794
27552,24,1,1,22,user_city,27552,0.041666666666666664,3.066191406998582e-07,4.323295769417308e-07,-0.029809774158771653,0.7154345798105197,133,32
27553,24,4,2,23,user_city,27553,0.16666666666666666,6.132382813997164e-07,4.323295769417308e-07,0.09519022584122834,-2.2845654201894803,69,813
27554,116,1,9,46,user_city,27554,0.008620689655172414,2.7595722662987237e-06,2.0895929552183658e-06,-0.0628557511702659,7.291267135750845,66,351
27556,5,1,2,4,user_city,27556,0.2,6.132382813997164e-07,9.006866186286059e-08,0.1285235591745617,-0.6426177958728085,231,81
27557,223,10,17,118,user_city,27557,0.04484304932735426,5.212525391897589e-06,4.017062319083582e-06,-0.02663339149808406,5.9392463040727455,205,155
27559,3,0,1,1,user_city,27559,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,0,232
27561,744,53,55,435,user_city,27561,0.07123655913978495,1.68640527384922e-05,1.3402216885193656e-05,-0.00023988168565336476,0.17847197412610338,66,442
27562,8,1,2,8,user_city,27562,0.125,6.132382813997164e-07,1.4410985898057695e-07,0.05352355917456168,-0.42818847339649346,195,991
27563,8,0,2,7,user_city,27563,0.0,6.132382813997164e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,69,812
27564,1250,93,91,803,user_city,27564,0.0744,2.7902341803687094e-05,2.2517165465715146e-05,0.002923559174561677,-3.654448968202096,231,81
27565,41,5,3,26,user_city,27565,0.12195121951219512,9.198574220995745e-07,7.385630272754568e-07,0.0504747786867568,-2.069465926157029,215,914
27566,42,1,3,18,user_city,27566,0.023809523809523808,9.198574220995745e-07,7.56576759648029e-07,-0.04766691701591451,2.0020105146684095,55,11
27567,303,11,32,175,user_city,27567,0.036303630363036306,9.811812502395462e-06,5.458160908889352e-06,-0.03517281046240201,10.65736157010781,77,871
27568,12,0,1,11,user_city,27568,0.0,3.066191406998582e-07,2.161647884708654e-07,-0.07147644082543832,0.8577172899052599,191,376
27570,1,0,1,0,user_city,27570,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,66,442
27572,111,8,2,89,user_city,27572,0.07207207207207207,6.132382813997164e-07,1.9995242933555052e-06,0.0005956312466337543,-0.06611506837634673,66,356
27573,226,21,28,126,user_city,27573,0.09292035398230089,8.58533593959603e-06,4.0711035162012986e-06,0.021443913156862573,-4.846324373450941,66,392
27574,34,2,3,11,user_city,27574,0.058823529411764705,9.198574220995745e-07,6.12466900667452e-07,-0.012652911413673612,0.4301989880649028,66,294
27575,86,7,2,74,user_city,27575,0.08139534883720931,6.132382813997164e-07,1.5491809840412022e-06,0.009918908011770991,-0.8530260890123053,1,146
27576,10,4,1,9,user_city,27576,0.4,3.066191406998582e-07,1.8013732372572118e-07,0.3285235591745617,-3.285235591745617,12,789
27577,57,1,2,26,user_city,27577,0.017543859649122806,6.132382813997164e-07,1.0267827452366107e-06,-0.05393258117631551,3.0741571270499843,46,327
27578,537,23,25,294,user_city,27578,0.04283054003724395,7.665478517496454e-06,9.673374284071227e-06,-0.028645900788194366,15.382848723260375,205,385
27580,38,1,4,29,user_city,27580,0.02631578947368421,1.2264765627994328e-06,6.845218301577405e-07,-0.04516065135175411,1.716104751366656,77,462
27581,5333,180,262,2737,user_city,27581,0.03375210950684418,8.033421486336284e-05,9.606723474292711e-05,-0.03772433131859414,201.18385892206254,3,51
27582,1043,81,70,493,user_city,27582,0.07766059443911794,2.1463339848990073e-05,1.878832286459272e-05,0.006184153613679619,-6.450072219067843,68,360
27583,24,2,5,5,user_city,27583,0.08333333333333333,1.533095703499291e-06,4.323295769417308e-07,0.011856892507895012,-0.2845654201894803,133,24
27584,1,1,1,1,user_city,27584,1.0,3.066191406998582e-07,1.801373237257212e-08,0.9285235591745616,-0.9285235591745616,32,972
27585,272,51,5,184,user_city,27585,0.1875,1.533095703499291e-06,4.899735205339616e-06,0.11602355917456168,-31.55840809548078,1,453
27586,8743,458,493,4628,user_city,27586,0.052384764954821,0.0001511632363650301,0.00015749406213339803,-0.019091675870617317,166.9185221368072,62,25
27587,321,17,54,157,user_city,27587,0.0529595015576324,1.6557433597792342e-05,5.78240809159565e-06,-0.01851693926780592,5.9439375049657,69,602
27588,1001,63,106,631,user_city,27588,0.06293706293706294,3.250162891418497e-05,1.803174610494469e-05,-0.008539377888375374,8.547917266263749,11,38
27589,19,3,2,10,user_city,27589,0.15789473684210525,6.132382813997164e-07,3.4226091507887023e-07,0.08641829601666694,-1.6419476243166717,133,32
27590,4,0,2,2,user_city,27590,0.0,6.132382813997164e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,32,984
27591,147,5,18,31,user_city,27591,0.034013605442176874,5.5191445325974475e-06,2.6480186587681014e-06,-0.03746283538326144,5.507036801339432,66,322
27592,371,21,53,179,user_city,27592,0.05660377358490566,1.6250814457092486e-05,6.6830947102242555e-06,-0.014872667240532655,5.517759546237615,66,260
27593,36,0,2,19,user_city,27593,0.0,6.132382813997164e-07,6.484943654125962e-07,-0.07147644082543832,2.5731518697157796,46,172
27594,20,0,2,9,user_city,27594,0.0,6.132382813997164e-07,3.6027464745144236e-07,-0.07147644082543832,1.4295288165087663,63,480
27595,5,1,1,2,user_city,27595,0.2,3.066191406998582e-07,9.006866186286059e-08,0.1285235591745617,-0.6426177958728085,133,11
27596,5,2,1,5,user_city,27596,0.4,3.066191406998582e-07,9.006866186286059e-08,0.3285235591745617,-1.6426177958728085,46,419
27597,4,0,1,3,user_city,27597,0.0,3.066191406998582e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,66,462
27598,12,0,4,6,user_city,27598,0.0,1.2264765627994328e-06,2.161647884708654e-07,-0.07147644082543832,0.8577172899052599,1,165
27599,22,1,4,16,user_city,27599,0.045454545454545456,1.2264765627994328e-06,3.963021121965866e-07,-0.02602189537089286,0.572481698159643,63,451
27601,24,3,3,19,user_city,27601,0.125,9.198574220995745e-07,4.323295769417308e-07,0.05352355917456168,-1.2845654201894803,66,315
27602,398,23,32,273,user_city,27602,0.05778894472361809,9.811812502395462e-06,7.169465484283703e-06,-0.013687496101820226,5.44762344852445,66,467
27603,6,0,2,3,user_city,27603,0.0,6.132382813997164e-07,1.080823942354327e-07,-0.07147644082543832,0.42885864495262993,133,29
27607,15535,826,672,9072,user_city,27607,0.05317026070164146,0.00020604806255030471,0.00027984333240790784,-0.01830618012379686,284.3865082231842,205,135
27608,50,2,10,34,user_city,27608,0.04,3.066191406998582e-06,9.006866186286059e-07,-0.031476440825438316,1.5738220412719157,66,318
27610,274,5,6,104,user_city,27610,0.01824817518248175,1.839714844199149e-06,4.935762670084761e-06,-0.05322826564295657,14.584544786170099,98,41
27611,210,7,36,91,user_city,27611,0.03333333333333333,1.1038289065194895e-05,3.782883798240145e-06,-0.038143107492104984,8.010052573342048,66,403
27612,41,1,5,15,user_city,27612,0.024390243902439025,1.533095703499291e-06,7.385630272754568e-07,-0.04708619692299929,1.930534073842971,66,467
27613,63,1,3,3,user_city,27613,0.015873015873015872,9.198574220995745e-07,1.1348651394720434e-06,-0.055603424952422445,3.503015772002614,68,360
27614,2,1,1,2,user_city,27614,0.5,3.066191406998582e-07,3.602746474514424e-08,0.4285235591745617,-0.8570471183491234,66,315
27615,4601,267,317,2702,user_city,27615,0.058030862855900894,9.719826760185505e-05,8.288118264620432e-05,-0.013445577969537423,61.86310423784168,66,288
27616,460,39,21,296,user_city,27616,0.08478260869565217,6.439001954697022e-06,8.286316891383175e-06,0.013306167870213853,-6.120837220298372,66,467
27617,4,0,3,4,user_city,27617,0.0,9.198574220995745e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,66,447
27618,344,20,37,207,user_city,27618,0.05813953488372093,1.1344908205894754e-05,6.196723936164809e-06,-0.013336905941717388,4.587895643950781,69,993
27619,13,2,2,8,user_city,27619,0.15384615384615385,6.132382813997164e-07,2.3417852084343753e-07,0.08236971302071554,-1.070806269269302,46,172
27620,370,31,47,255,user_city,27620,0.08378378378378379,1.4411099612893334e-05,6.665080977851684e-06,0.012307342958345471,-4.553716894587825,50,772
27621,1,0,1,1,user_city,27621,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,46,336
27622,13,2,3,11,user_city,27622,0.15384615384615385,9.198574220995745e-07,2.3417852084343753e-07,0.08236971302071554,-1.070806269269302,1,318
27623,1117,54,112,570,user_city,27623,0.048343777976723366,3.434134375838412e-05,2.0121339060163056e-05,-0.02313266284871495,25.8391844020146,69,582
27624,320,9,22,118,user_city,27624,0.028125,6.74562109539688e-06,5.764394359223078e-06,-0.04335144082543832,13.872461064140262,46,171
27625,486,14,25,179,user_city,27625,0.02880658436213992,7.665478517496454e-06,8.75467393307005e-06,-0.0426698564632984,20.73755024116302,52,45
27626,36,4,7,19,user_city,27626,0.1111111111111111,2.1463339848990074e-06,6.484943654125962e-07,0.03963467028567279,-1.4268481302842204,215,1021
27627,17,0,2,1,user_city,27627,0.0,6.132382813997164e-07,3.06233450333726e-07,-0.07147644082543832,1.2150994940324513,68,478
27628,8,1,4,5,user_city,27628,0.125,1.2264765627994328e-06,1.4410985898057695e-07,0.05352355917456168,-0.42818847339649346,205,312
27629,358,20,49,223,user_city,27629,0.055865921787709494,1.5024337894293051e-05,6.448916189380818e-06,-0.015610519037728823,5.588565815506919,66,226
27630,210,1,2,80,user_city,27630,0.004761904761904762,6.132382813997164e-07,3.782883798240145e-06,-0.06671453606353356,14.010052573342048,52,41
27631,1611,90,136,817,user_city,27631,0.055865921787709494,4.170020313518071e-05,2.9020122852213682e-05,-0.015610519037728823,25.148546169781135,66,356
27632,2,1,1,2,user_city,27632,0.5,3.066191406998582e-07,3.602746474514424e-08,0.4285235591745617,-0.8570471183491234,66,471
27633,646,54,71,444,user_city,27633,0.08359133126934984,2.1769958989689933e-05,1.1636871112681589e-05,0.012114890443911522,-7.826219226766843,66,184
27634,209,17,28,126,user_city,27634,0.08133971291866028,8.58533593959603e-06,3.7648700658675725e-06,0.009863272093221964,-2.0614238674833905,66,258
27635,170,4,6,117,user_city,27635,0.023529411764705882,1.839714844199149e-06,3.06233450333726e-06,-0.047947029060732435,8.150994940324514,1,366
27636,61,1,6,10,user_city,27636,0.01639344262295082,1.839714844199149e-06,1.0988376747268992e-06,-0.05508299820248749,3.360062890351737,5,6
27637,127,4,11,66,user_city,27637,0.031496062992125984,3.37281054769844e-06,2.287744011316659e-06,-0.03998037783331233,5.077507984830667,1,368
27639,525,19,34,248,user_city,27639,0.03619047619047619,1.0425050783795178e-05,9.457209495600363e-06,-0.03528596463496213,18.525131433355117,77,462
27640,55,3,4,32,user_city,27640,0.05454545454545454,1.2264765627994328e-06,9.907552804914664e-07,-0.016930986279983774,0.9312042453991076,202,269
27641,18,1,1,16,user_city,27641,0.05555555555555555,3.066191406998582e-07,3.242471827062981e-07,-0.015920885269882765,0.2865759348578898,63,431
27642,27,1,7,17,user_city,27642,0.037037037037037035,2.1463339848990074e-06,4.863707740594472e-07,-0.03443940378840128,0.9298639022868346,1,341
27643,1,0,1,1,user_city,27643,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,55,187
27644,60,1,1,23,user_city,27644,0.016666666666666666,3.066191406998582e-07,1.0808239423543271e-06,-0.054809774158771654,3.2885864495262993,136,19
27645,548,21,43,251,user_city,27645,0.03832116788321168,1.3184623050093902e-05,9.871525340169521e-06,-0.033155272942226637,18.169089572340198,66,258
27646,69,9,13,55,user_city,27646,0.13043478260869565,3.986048829098156e-06,1.2429475337074762e-06,0.05895834178325733,-4.068125583044756,66,220
27647,82,2,4,38,user_city,27647,0.024390243902439025,1.2264765627994328e-06,1.4771260545509137e-06,-0.04708619692299929,3.861068147685942,133,31
27648,6,0,1,2,user_city,27648,0.0,3.066191406998582e-07,1.080823942354327e-07,-0.07147644082543832,0.42885864495262993,68,236
27649,1382,36,60,770,user_city,27649,0.02604920405209841,1.839714844199149e-05,2.4894978138894668e-05,-0.04542723677333991,62.780441220755755,77,462
27651,991,45,77,543,user_city,27651,0.045408678102926335,2.360967383388908e-05,1.785160878121897e-05,-0.026067762722511982,25.833152858009374,66,184
27652,114,7,12,76,user_city,27652,0.06140350877192982,3.679429688398298e-06,2.0535654904732213e-06,-0.010072932053508496,1.1483142540999685,63,157
27653,5,0,1,5,user_city,27653,0.0,3.066191406998582e-07,9.006866186286059e-08,-0.07147644082543832,0.35738220412719157,137,73
27654,3,1,2,3,user_city,27654,0.3333333333333333,6.132382813997164e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,195,798
27655,331435,18377,11301,192527,user_city,27655,0.055446769351456544,0.0034651029090490976,0.00597038138890344,-0.016029671473981773,5312.794164979149,205,135
27656,34,4,12,20,user_city,27656,0.11764705882352941,3.679429688398298e-06,6.12466900667452e-07,0.04617061799809109,-1.5698010119350971,205,354
27657,73,4,4,59,user_city,27657,0.0547945205479452,1.2264765627994328e-06,1.3150024631977647e-06,-0.016681920277493115,1.2177801802569974,1,436
27658,174,7,5,128,user_city,27658,0.040229885057471264,1.533095703499291e-06,3.1343894328275484e-06,-0.031246555767967053,5.436900703626267,1,223
27659,18,1,1,5,user_city,27659,0.05555555555555555,3.066191406998582e-07,3.242471827062981e-07,-0.015920885269882765,0.2865759348578898,133,21
27660,1871,97,145,1079,user_city,27660,0.0518439337252806,4.445977540147944e-05,3.370369326908243e-05,-0.019632507100157716,36.73242078439509,77,977
27662,1197,81,139,768,user_city,27662,0.06766917293233082,4.262006055728029e-05,2.1562437649968825e-05,-0.003807267893107494,4.55729966804967,66,442
27663,2,0,2,0,user_city,27663,0.0,6.132382813997164e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,1,167
27664,5,0,1,5,user_city,27664,0.0,3.066191406998582e-07,9.006866186286059e-08,-0.07147644082543832,0.35738220412719157,133,32
27665,3,0,1,0,user_city,27665,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,55,22
27666,15,0,3,10,user_city,27666,0.0,9.198574220995745e-07,2.702059855885818e-07,-0.07147644082543832,1.0721466123815748,1,183
27667,24,2,2,10,user_city,27667,0.08333333333333333,6.132382813997164e-07,4.323295769417308e-07,0.011856892507895012,-0.2845654201894803,69,987
27668,5,1,2,5,user_city,27668,0.2,6.132382813997164e-07,9.006866186286059e-08,0.1285235591745617,-0.6426177958728085,1,177
